¾­Î³¶È
"116.475777, 39.869467"
"116.475777, 39.869467"
"116.475777, 39.869467"
"116.475777, 39.869467"
"116.475777, 39.869467"
"116.475777, 39.869467"
"116.475777, 39.869467"
"116.475777, 39.869467"
"116.475777, 39.869467"
"116.475824, 39.868339"
"116.475812, 39.867659"
"116.475809, 39.866638"
"116.475711, 39.86647"
"116.474331, 39.866446"
"116.471966, 39.866461"
"116.471714, 39.866475"
"116.470364, 39.866498"
"116.469982, 39.866518"
"116.469842, 39.866515"
"116.468294, 39.866556"
"116.466538, 39.866598"
"116.466348, 39.866588"
"116.466348, 39.866588"
"116.465633, 39.866613"
"116.465001, 39.86658"
"116.463586, 39.86665"
"116.462575, 39.866661"
"116.461651, 39.866702"
"116.461611, 39.867306"
"116.461608, 39.867569"
"116.461596, 39.868794"
"116.46158, 39.869362"
"116.461516, 39.869456"
"116.461293, 39.870057"
"116.45919, 39.870109"
"116.457518, 39.870091"
"116.456548, 39.870112"
"116.455393, 39.870109"
"116.455356, 39.870099"
"116.455356, 39.870099"
"116.455356, 39.870099"
"116.455356, 39.870099"
"116.455356, 39.870099"
"116.455356, 39.870099"
"116.454935, 39.870049"
"116.45312, 39.870094"
"116.452573, 39.870069"
"116.45257, 39.870067"
"116.451888, 39.870069"
"116.450923, 39.870079"
"116.450043, 39.870076"
"116.450011, 39.870079"
"116.448679, 39.870081"
"116.447539, 39.870084"
"116.446744, 39.870137"
"116.446659, 39.870119"
"116.446079, 39.870081"
"116.444743, 39.870141"
"116.444716, 39.870652"
"116.444813, 39.871231"
"116.444794, 39.872502"
"116.444701, 39.873944"
"116.444686, 39.874176"
"116.444678, 39.874601"
"116.444658, 39.874617"
"116.444658, 39.874617"
"116.444658, 39.874617"
"116.444619, 39.874867"
"116.443418, 39.874902"
"116.441721, 39.874967"
"116.441134, 39.874946"
"116.439698, 39.874932"
"116.439666, 39.875641"
"116.440299, 39.877271"
"116.440238, 39.878614"
"116.440249, 39.878744"
"116.440104, 39.878877"
"116.440028, 39.879174"
"116.439968, 39.879491"
"116.439799, 39.879682"
"116.439563, 39.880874"
"116.439351, 39.882499"
"116.439128, 39.884111"
"116.439588, 39.884399"
"116.439508, 39.883292"
"116.438038, 39.883419"
"116.438111, 39.884593"
"116.438833, 39.884311"
"116.438599, 39.882921"
"116.438924, 39.882712"
"116.439161, 39.881686"
"116.439454, 39.880077"
"116.439773, 39.878557"
"116.439829, 39.876981"
"116.438996, 39.875246"
"116.438519, 39.874174"
"116.438373, 39.873542"
"116.437978, 39.871809"
"116.437441, 39.870304"
"116.436069, 39.869449"
"116.434398, 39.869379"
"116.433279, 39.869662"
"116.432789, 39.868946"
"116.432972, 39.867929"
"116.432826, 39.867196"
"116.432297, 39.867157"
"116.431494, 39.867106"
"116.430489, 39.867036"
"116.429597, 39.867049"
"116.425287, 39.867106"
"116.424482, 39.867069"
"116.424461, 39.867066"
"116.424461, 39.867066"
"116.424214, 39.866566"
"116.424204, 39.865703"
"116.424204, 39.865666"
"116.424307, 39.864893"
"116.424271, 39.864128"
"116.424436, 39.862713"
"116.424714, 39.861581"
"116.425537, 39.860235"
"116.425687, 39.859958"
"116.425659, 39.859503"
"116.425746, 39.85928"
"116.425779, 39.858081"
"116.425731, 39.857523"
"116.424296, 39.857328"
"116.422141, 39.857123"
"116.420716, 39.856891"
"116.420659, 39.856848"
"116.419634, 39.856815"
"116.417926, 39.856633"
"116.417609, 39.856621"
"116.416692, 39.856526"
"116.416468, 39.856491"
"116.41647, 39.856493"
"116.41647, 39.856493"
